bank_name,city,item_name,category,quantity,unit,received_date,shelf_life_days,expiration_date,days_left,avg_daily_demand,supply_status
Yolo Food Bank,Woodland,Bell peppers,produce,132,lbs,2026-02-22,10,2026-03-04,-9,67,balanced
Food Bank of Contra Costa and Solano,Concord,Frozen vegetables mix,protein,214,bags,2026-02-19,365,2027-02-19,343,114,balanced
Feeding San Diego,San Diego,Frozen vegetables mix,protein,123,bags,2026-03-10,365,2027-03-10,362,83,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,79,cans,2026-02-24,730,2028-02-24,713,116,shortage
Los Angeles Regional Food Bank,Los Angeles,Egg cartons,dairy,160,cartons,2026-02-24,21,2026-03-17,4,61,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned tomatoes,canned,393,cans,2026-02-23,730,2028-02-23,712,29,surplus
Second Harvest Food Bank of Orange County,Irvine,Almond butter,dry,280,jars,2026-03-12,365,2027-03-12,364,70,surplus
Second Harvest of Silicon Valley,San Jose,Almond butter,dry,56,jars,2026-02-25,365,2027-02-25,349,76,shortage
Food Bank of Contra Costa and Solano,Concord,Broccoli,produce,148,lbs,2026-02-19,7,2026-02-26,-15,102,balanced
Central California Food Bank,Fresno,Canned beans,canned,95,cans,2026-03-01,730,2028-02-29,718,59,balanced
Food Bank of Contra Costa and Solano,Concord,Onions,produce,380,lbs,2026-03-09,30,2026-04-08,26,115,surplus
Yolo Food Bank,Woodland,Lentils,dry,10,bags,2026-02-19,730,2028-02-19,708,21,shortage
Los Angeles Regional Food Bank,Los Angeles,Milk gallons,dairy,176,gallons,2026-02-20,10,2026-03-02,-11,52,surplus
Yolo Food Bank,Woodland,Canned green beans,canned,272,cans,2026-02-28,730,2028-02-28,717,75,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned tomatoes,canned,294,cans,2026-03-02,730,2028-03-01,719,93,surplus
Central California Food Bank,Fresno,Canned soup,canned,361,cans,2026-02-21,540,2027-08-15,520,103,surplus
Central California Food Bank,Fresno,Bell peppers,produce,169,lbs,2026-02-19,10,2026-03-01,-12,26,surplus
San Francisco-Marin Food Bank,San Francisco,Apples,produce,189,lbs,2026-03-08,21,2026-03-29,16,95,balanced
Yolo Food Bank,Woodland,Canned carrots,canned,183,cans,2026-03-07,730,2028-03-06,724,48,surplus
Feeding San Diego,San Diego,Flour,dry,203,bags,2026-03-04,365,2027-03-04,356,87,balanced
Yolo Food Bank,Woodland,Canned black beans,canned,48,cans,2026-03-03,730,2028-03-02,720,79,shortage
Sacramento Food Bank & Family Services,Sacramento,Canned soup,canned,378,cans,2026-02-17,540,2027-08-11,516,34,surplus
Yolo Food Bank,Woodland,Sugar,dry,60,bags,2026-02-27,730,2028-02-27,716,93,shortage
Los Angeles Regional Food Bank,Los Angeles,Canned carrots,canned,61,cans,2026-03-02,730,2028-03-01,719,75,shortage
Sacramento Food Bank & Family Services,Sacramento,Milk gallons,dairy,141,gallons,2026-02-27,10,2026-03-09,-4,68,balanced
Second Harvest of Silicon Valley,San Jose,Tomatoes,produce,112,lbs,2026-03-03,10,2026-03-13,0,95,balanced
Yolo Food Bank,Woodland,Chicken breast frozen,protein,51,packs,2026-03-02,180,2026-08-29,169,117,shortage
Alameda County Community Food Bank,Oakland,Lettuce,produce,89,heads,2026-03-13,10,2026-03-23,10,36,balanced
Los Angeles Regional Food Bank,Los Angeles,Brown rice,dry,35,bags,2026-02-23,365,2027-02-23,347,85,shortage
Second Harvest of Silicon Valley,San Jose,Canned corn,canned,167,cans,2026-02-25,730,2028-02-25,714,97,balanced
Second Harvest Food Bank of Orange County,Irvine,Spaghetti,dry,369,boxes,2026-02-23,730,2028-02-23,712,96,surplus
Yolo Food Bank,Woodland,Canned corn,canned,300,cans,2026-02-24,730,2028-02-24,713,27,surplus
Food Bank of Contra Costa and Solano,Concord,Potatoes,produce,248,lbs,2026-03-13,30,2026-04-12,30,107,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned corn,canned,144,cans,2026-02-21,730,2028-02-21,710,67,balanced
Food Bank of Contra Costa and Solano,Concord,Almond butter,dry,165,jars,2026-03-07,365,2027-03-07,359,28,surplus
Los Angeles Regional Food Bank,Los Angeles,Rice 5lb bag,dry,251,bags,2026-02-19,730,2028-02-19,708,38,surplus
San Francisco-Marin Food Bank,San Francisco,Flour,dry,236,bags,2026-02-17,365,2027-02-17,341,46,surplus
Sacramento Food Bank & Family Services,Sacramento,Egg cartons,dairy,287,cartons,2026-02-22,21,2026-03-15,2,93,surplus
Los Angeles Regional Food Bank,Los Angeles,Butter,dairy,322,packs,2026-03-04,60,2026-05-03,51,20,surplus
Second Harvest of Silicon Valley,San Jose,Lentils,dry,261,bags,2026-03-11,730,2028-03-10,728,37,surplus
Yolo Food Bank,Woodland,Avocados,produce,20,units,2026-03-03,7,2026-03-10,-3,28,shortage
Sacramento Food Bank & Family Services,Sacramento,Canned soup,canned,121,cans,2026-03-13,540,2027-09-04,540,63,balanced
San Francisco-Marin Food Bank,San Francisco,Bananas,produce,11,lbs,2026-03-12,7,2026-03-19,6,108,shortage
Alameda County Community Food Bank,Oakland,Spaghetti,dry,112,boxes,2026-03-02,730,2028-03-01,719,59,balanced
Sacramento Food Bank & Family Services,Sacramento,Chicken breast frozen,protein,43,packs,2026-03-05,180,2026-09-01,172,99,shortage
Second Harvest of Silicon Valley,San Jose,Ground turkey frozen,protein,190,packs,2026-02-18,180,2026-08-17,157,43,surplus
Second Harvest of Silicon Valley,San Jose,Avocados,produce,236,units,2026-02-24,7,2026-03-03,-10,33,surplus
Alameda County Community Food Bank,Oakland,Chicken breast frozen,protein,287,packs,2026-02-20,180,2026-08-19,159,31,surplus
Second Harvest of Silicon Valley,San Jose,Canned peas,canned,361,cans,2026-02-24,730,2028-02-24,713,28,surplus
Second Harvest of Silicon Valley,San Jose,Spinach,produce,168,bags,2026-03-11,7,2026-03-18,5,43,surplus
Second Harvest Food Bank of Orange County,Irvine,Bell peppers,produce,280,lbs,2026-03-01,10,2026-03-11,-2,43,surplus
Second Harvest of Silicon Valley,San Jose,Brown rice,dry,161,bags,2026-02-26,365,2027-02-26,350,71,balanced
Second Harvest of Silicon Valley,San Jose,Bell peppers,produce,279,lbs,2026-03-05,10,2026-03-15,2,25,surplus
Alameda County Community Food Bank,Oakland,Macaroni,dry,385,boxes,2026-02-27,730,2028-02-27,716,119,surplus
Alameda County Community Food Bank,Oakland,Canned peas,canned,397,cans,2026-02-26,730,2028-02-26,715,90,surplus
San Francisco-Marin Food Bank,San Francisco,Canned corn,canned,320,cans,2026-02-18,730,2028-02-18,707,50,surplus
Second Harvest of Silicon Valley,San Jose,Brown rice,dry,309,bags,2026-02-25,365,2027-02-25,349,77,surplus
Feeding San Diego,San Diego,Frozen vegetables mix,protein,130,bags,2026-03-07,365,2027-03-07,359,118,balanced
Alameda County Community Food Bank,Oakland,Canned soup,canned,374,cans,2026-02-25,540,2027-08-19,524,90,surplus
Alameda County Community Food Bank,Oakland,Almond butter,dry,210,jars,2026-03-12,365,2027-03-12,364,50,surplus
Food Bank of Contra Costa and Solano,Concord,Macaroni,dry,172,boxes,2026-03-10,730,2028-03-09,727,27,surplus
Yolo Food Bank,Woodland,Carrots fresh,produce,276,lbs,2026-03-07,21,2026-03-28,15,86,surplus
Los Angeles Regional Food Bank,Los Angeles,Lentils,dry,394,bags,2026-02-27,730,2028-02-27,716,55,surplus
Food Bank of Contra Costa and Solano,Concord,Bell peppers,produce,128,lbs,2026-03-12,10,2026-03-22,9,112,balanced
Alameda County Community Food Bank,Oakland,Almond butter,dry,19,jars,2026-03-02,365,2027-03-02,354,81,shortage
Sacramento Food Bank & Family Services,Sacramento,Frozen vegetables mix,protein,264,bags,2026-02-26,365,2027-02-26,350,33,surplus
Los Angeles Regional Food Bank,Los Angeles,Chicken breast frozen,protein,55,packs,2026-02-18,180,2026-08-17,157,57,shortage
Central California Food Bank,Fresno,Canned peas,canned,297,cans,2026-03-05,730,2028-03-04,722,113,balanced
Central California Food Bank,Fresno,Canned carrots,canned,150,cans,2026-02-20,730,2028-02-20,709,79,balanced
Alameda County Community Food Bank,Oakland,Canned tomatoes,canned,193,cans,2026-03-10,730,2028-03-09,727,71,balanced
Alameda County Community Food Bank,Oakland,Canned green beans,canned,342,cans,2026-02-25,730,2028-02-25,714,109,surplus
Alameda County Community Food Bank,Oakland,Sugar,dry,338,bags,2026-03-12,730,2028-03-11,729,68,surplus
Sacramento Food Bank & Family Services,Sacramento,Pasta,dry,284,boxes,2026-03-07,730,2028-03-06,724,75,surplus
Yolo Food Bank,Woodland,Flour,dry,299,bags,2026-03-01,365,2027-03-01,353,53,surplus
Sacramento Food Bank & Family Services,Sacramento,Oranges,produce,249,lbs,2026-03-09,14,2026-03-23,10,97,balanced
Second Harvest of Silicon Valley,San Jose,Spaghetti,dry,141,boxes,2026-02-23,730,2028-02-23,712,27,surplus
Feeding San Diego,San Diego,Cheese blocks,dairy,263,blocks,2026-02-16,30,2026-03-18,5,109,balanced
Sacramento Food Bank & Family Services,Sacramento,Almond butter,dry,254,jars,2026-03-09,365,2027-03-09,361,111,balanced
Yolo Food Bank,Woodland,Milk gallons,dairy,158,gallons,2026-02-24,10,2026-03-06,-7,97,balanced
Second Harvest Food Bank of Orange County,Irvine,Flour,dry,319,bags,2026-02-25,365,2027-02-25,349,37,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned corn,canned,354,cans,2026-02-28,730,2028-02-28,717,33,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned chickpeas,canned,361,cans,2026-02-22,730,2028-02-22,711,111,surplus
Yolo Food Bank,Woodland,Butter,dairy,256,packs,2026-02-21,60,2026-04-22,40,53,surplus
Alameda County Community Food Bank,Oakland,Frozen vegetables mix,protein,235,bags,2026-02-26,365,2027-02-26,350,59,surplus
San Francisco-Marin Food Bank,San Francisco,Lentils,dry,140,bags,2026-03-07,730,2028-03-06,724,44,surplus
Central California Food Bank,Fresno,Butter,dairy,292,packs,2026-02-19,60,2026-04-20,38,76,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,197,cans,2026-02-16,730,2028-02-16,705,100,balanced
Alameda County Community Food Bank,Oakland,Canned green beans,canned,390,cans,2026-02-24,730,2028-02-24,713,42,surplus
Yolo Food Bank,Woodland,Carrots fresh,produce,400,lbs,2026-03-11,21,2026-04-01,19,65,surplus
Second Harvest of Silicon Valley,San Jose,Spinach,produce,181,bags,2026-03-04,7,2026-03-11,-2,115,balanced
Central California Food Bank,Fresno,Oranges,produce,162,lbs,2026-02-22,14,2026-03-08,-5,26,surplus
Sacramento Food Bank & Family Services,Sacramento,Flour,dry,67,bags,2026-03-02,365,2027-03-02,354,88,shortage
Alameda County Community Food Bank,Oakland,Carrots fresh,produce,375,lbs,2026-03-03,21,2026-03-24,11,35,surplus
Feeding San Diego,San Diego,Carrots fresh,produce,161,lbs,2026-03-10,21,2026-03-31,18,55,balanced
Yolo Food Bank,Woodland,Avocados,produce,164,units,2026-02-23,7,2026-03-02,-11,31,surplus
Central California Food Bank,Fresno,Spaghetti,dry,160,boxes,2026-03-02,730,2028-03-01,719,55,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned green beans,canned,105,cans,2026-02-20,730,2028-02-20,709,41,balanced
Sacramento Food Bank & Family Services,Sacramento,Milk gallons,dairy,103,gallons,2026-02-27,10,2026-03-09,-4,58,balanced
Alameda County Community Food Bank,Oakland,Almond butter,dry,154,jars,2026-03-02,365,2027-03-02,354,37,surplus
Feeding San Diego,San Diego,Canned tomatoes,canned,52,cans,2026-02-16,730,2028-02-16,705,47,balanced
Yolo Food Bank,Woodland,Avocados,produce,279,units,2026-03-08,7,2026-03-15,2,81,surplus
Second Harvest Food Bank of Orange County,Irvine,Chicken breast frozen,protein,111,packs,2026-03-07,180,2026-09-03,174,50,balanced
Alameda County Community Food Bank,Oakland,Brown rice,dry,337,bags,2026-03-07,365,2027-03-07,359,85,surplus
Feeding San Diego,San Diego,Egg cartons,dairy,200,cartons,2026-02-23,21,2026-03-16,3,35,surplus
Alameda County Community Food Bank,Oakland,Lentils,dry,252,bags,2026-02-16,730,2028-02-16,705,116,balanced
Los Angeles Regional Food Bank,Los Angeles,Macaroni,dry,168,boxes,2026-02-28,730,2028-02-28,717,32,surplus
Food Bank of Contra Costa and Solano,Concord,Canned corn,canned,55,cans,2026-03-03,730,2028-03-02,720,53,balanced
Central California Food Bank,Fresno,Canned chickpeas,canned,191,cans,2026-03-13,730,2028-03-12,730,34,surplus
Yolo Food Bank,Woodland,Spaghetti,dry,157,boxes,2026-03-05,730,2028-03-04,722,110,balanced
Central California Food Bank,Fresno,Milk gallons,dairy,33,gallons,2026-03-07,10,2026-03-17,4,113,shortage
Feeding San Diego,San Diego,Egg cartons,dairy,389,cartons,2026-02-23,21,2026-03-16,3,109,surplus
Second Harvest Food Bank of Orange County,Irvine,Oranges,produce,109,lbs,2026-02-27,14,2026-03-13,0,112,shortage
Los Angeles Regional Food Bank,Los Angeles,Cereal,dry,59,boxes,2026-03-07,180,2026-09-03,174,77,shortage
Sacramento Food Bank & Family Services,Sacramento,Rice 5lb bag,dry,314,bags,2026-02-20,730,2028-02-20,709,85,surplus
Second Harvest of Silicon Valley,San Jose,Apples,produce,246,lbs,2026-02-21,21,2026-03-14,1,93,balanced
San Francisco-Marin Food Bank,San Francisco,Almond butter,dry,93,jars,2026-03-13,365,2027-03-13,365,51,balanced
San Francisco-Marin Food Bank,San Francisco,Canned corn,canned,202,cans,2026-03-06,730,2028-03-05,723,32,surplus
Second Harvest of Silicon Valley,San Jose,Ground turkey frozen,protein,345,packs,2026-03-05,180,2026-09-01,172,43,surplus
Los Angeles Regional Food Bank,Los Angeles,Lettuce,produce,113,heads,2026-02-17,10,2026-02-27,-14,84,balanced
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,224,cans,2026-03-09,730,2028-03-08,726,30,surplus
Feeding San Diego,San Diego,Broccoli,produce,258,lbs,2026-03-01,7,2026-03-08,-5,92,balanced
Sacramento Food Bank & Family Services,Sacramento,Spaghetti,dry,155,boxes,2026-03-05,730,2028-03-04,722,37,surplus
Alameda County Community Food Bank,Oakland,Canned salmon,canned,35,cans,2026-03-12,730,2028-03-11,729,74,shortage
Los Angeles Regional Food Bank,Los Angeles,Broccoli,produce,288,lbs,2026-03-03,7,2026-03-10,-3,24,surplus
San Francisco-Marin Food Bank,San Francisco,Tomatoes,produce,355,lbs,2026-02-24,10,2026-03-06,-7,54,surplus
Sacramento Food Bank & Family Services,Sacramento,Spaghetti,dry,325,boxes,2026-02-19,730,2028-02-19,708,111,balanced
Second Harvest Food Bank of Orange County,Irvine,Frozen berries,protein,185,bags,2026-03-04,365,2027-03-04,356,48,surplus
Central California Food Bank,Fresno,Brown rice,dry,326,bags,2026-02-17,365,2027-02-17,341,55,surplus
Feeding San Diego,San Diego,Onions,produce,17,lbs,2026-02-25,30,2026-03-27,14,45,shortage
Alameda County Community Food Bank,Oakland,Peanut butter,dry,38,jars,2026-03-07,365,2027-03-07,359,47,shortage
Los Angeles Regional Food Bank,Los Angeles,Pasta,dry,220,boxes,2026-03-10,730,2028-03-09,727,75,balanced
Central California Food Bank,Fresno,Oranges,produce,302,lbs,2026-03-06,14,2026-03-20,7,86,surplus
Feeding San Diego,San Diego,Potatoes,produce,328,lbs,2026-02-28,30,2026-03-30,17,43,surplus
Yolo Food Bank,Woodland,Oatmeal,dry,208,boxes,2026-03-08,365,2027-03-08,360,113,balanced
Alameda County Community Food Bank,Oakland,Avocados,produce,39,units,2026-02-19,7,2026-02-26,-15,103,shortage
Los Angeles Regional Food Bank,Los Angeles,Pasta,dry,383,boxes,2026-03-02,730,2028-03-01,719,84,surplus
Yolo Food Bank,Woodland,Bananas,produce,276,lbs,2026-03-08,7,2026-03-15,2,37,surplus
Second Harvest of Silicon Valley,San Jose,Oranges,produce,160,lbs,2026-02-21,14,2026-03-07,-6,77,balanced
Los Angeles Regional Food Bank,Los Angeles,Broccoli,produce,63,lbs,2026-03-05,7,2026-03-12,-1,33,balanced
Los Angeles Regional Food Bank,Los Angeles,Brown rice,dry,317,bags,2026-02-16,365,2027-02-16,340,117,balanced
San Francisco-Marin Food Bank,San Francisco,Canned green beans,canned,315,cans,2026-03-08,730,2028-03-07,725,28,surplus
Food Bank of Contra Costa and Solano,Concord,Oatmeal,dry,33,boxes,2026-02-28,365,2027-02-28,352,107,shortage
Central California Food Bank,Fresno,Canned carrots,canned,370,cans,2026-02-22,730,2028-02-22,711,27,surplus
Central California Food Bank,Fresno,Frozen berries,protein,250,bags,2026-03-13,365,2027-03-13,365,21,surplus
Second Harvest of Silicon Valley,San Jose,Peanut butter,dry,190,jars,2026-03-12,365,2027-03-12,364,38,surplus
Los Angeles Regional Food Bank,Los Angeles,Almond butter,dry,352,jars,2026-02-21,365,2027-02-21,345,44,surplus
Central California Food Bank,Fresno,Carrots fresh,produce,71,lbs,2026-03-11,21,2026-04-01,19,26,balanced
Yolo Food Bank,Woodland,Cheese blocks,dairy,123,blocks,2026-03-01,30,2026-03-31,18,40,surplus
Yolo Food Bank,Woodland,Canned tomatoes,canned,20,cans,2026-03-12,730,2028-03-11,729,22,shortage
Los Angeles Regional Food Bank,Los Angeles,Butter,dairy,146,packs,2026-03-12,60,2026-05-11,59,92,balanced
Los Angeles Regional Food Bank,Los Angeles,Chicken breast frozen,protein,234,packs,2026-02-25,180,2026-08-24,164,74,surplus
Central California Food Bank,Fresno,Canned black beans,canned,199,cans,2026-03-12,730,2028-03-11,729,69,balanced
Second Harvest Food Bank of Orange County,Irvine,Broccoli,produce,108,lbs,2026-02-16,7,2026-02-23,-18,68,balanced
Food Bank of Contra Costa and Solano,Concord,Sugar,dry,258,bags,2026-03-11,730,2028-03-10,728,91,balanced
Sacramento Food Bank & Family Services,Sacramento,Peanut butter,dry,306,jars,2026-03-02,365,2027-03-02,354,84,surplus
Yolo Food Bank,Woodland,Canned tomatoes,canned,79,cans,2026-03-01,730,2028-02-29,718,40,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned black beans,canned,87,cans,2026-03-10,730,2028-03-09,727,88,shortage
Sacramento Food Bank & Family Services,Sacramento,Spinach,produce,182,bags,2026-02-28,7,2026-03-07,-6,24,surplus
Second Harvest of Silicon Valley,San Jose,Cheese blocks,dairy,364,blocks,2026-03-10,30,2026-04-09,27,23,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,197,cans,2026-03-09,730,2028-03-08,726,33,surplus
Food Bank of Contra Costa and Solano,Concord,Spinach,produce,227,bags,2026-02-23,7,2026-03-02,-11,113,balanced
Sacramento Food Bank & Family Services,Sacramento,Ground turkey frozen,protein,311,packs,2026-02-16,180,2026-08-15,155,60,surplus
Alameda County Community Food Bank,Oakland,Canned beans,canned,197,cans,2026-02-28,730,2028-02-28,717,111,balanced
Central California Food Bank,Fresno,Lettuce,produce,137,heads,2026-03-07,10,2026-03-17,4,50,balanced
Food Bank of Contra Costa and Solano,Concord,Brown rice,dry,239,bags,2026-02-20,365,2027-02-20,344,21,surplus
Sacramento Food Bank & Family Services,Sacramento,Milk gallons,dairy,277,gallons,2026-02-28,10,2026-03-10,-3,60,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned chickpeas,canned,340,cans,2026-03-05,730,2028-03-04,722,61,surplus
Los Angeles Regional Food Bank,Los Angeles,Frozen vegetables mix,protein,332,bags,2026-02-28,365,2027-02-28,352,113,balanced
Second Harvest Food Bank of Orange County,Irvine,Oatmeal,dry,25,boxes,2026-03-11,365,2027-03-11,363,120,shortage
Yolo Food Bank,Woodland,Oranges,produce,262,lbs,2026-03-08,14,2026-03-22,9,37,surplus
Los Angeles Regional Food Bank,Los Angeles,Rice 5lb bag,dry,239,bags,2026-02-22,730,2028-02-22,711,98,balanced
San Francisco-Marin Food Bank,San Francisco,Cereal,dry,278,boxes,2026-02-20,180,2026-08-19,159,55,surplus
Alameda County Community Food Bank,Oakland,Egg cartons,dairy,66,cartons,2026-02-20,21,2026-03-13,0,71,shortage
Second Harvest Food Bank of Orange County,Irvine,Milk gallons,dairy,111,gallons,2026-03-06,10,2026-03-16,3,46,balanced
Yolo Food Bank,Woodland,Butter,dairy,212,packs,2026-02-18,60,2026-04-19,37,81,balanced
Alameda County Community Food Bank,Oakland,Macaroni,dry,227,boxes,2026-03-03,730,2028-03-02,720,100,balanced
Sacramento Food Bank & Family Services,Sacramento,Lentils,dry,370,bags,2026-03-01,730,2028-02-29,718,120,surplus
Sacramento Food Bank & Family Services,Sacramento,Rice 5lb bag,dry,167,bags,2026-02-21,730,2028-02-21,710,21,surplus
Yolo Food Bank,Woodland,Cheese blocks,dairy,111,blocks,2026-03-13,30,2026-04-12,30,108,balanced
Second Harvest of Silicon Valley,San Jose,Canned tuna,canned,277,cans,2026-03-08,730,2028-03-07,725,106,balanced
Yolo Food Bank,Woodland,Macaroni,dry,314,boxes,2026-03-01,730,2028-02-29,718,69,surplus
Yolo Food Bank,Woodland,Canned tomatoes,canned,15,cans,2026-03-10,730,2028-03-09,727,43,shortage
Yolo Food Bank,Woodland,Canned carrots,canned,159,cans,2026-02-18,730,2028-02-18,707,49,surplus
Yolo Food Bank,Woodland,Lentils,dry,333,bags,2026-03-10,730,2028-03-09,727,39,surplus
San Francisco-Marin Food Bank,San Francisco,Chicken breast frozen,protein,221,packs,2026-02-20,180,2026-08-19,159,66,surplus
Alameda County Community Food Bank,Oakland,Macaroni,dry,365,boxes,2026-03-04,730,2028-03-03,721,115,surplus
Yolo Food Bank,Woodland,Almond butter,dry,18,jars,2026-02-22,365,2027-02-22,346,88,shortage
Second Harvest of Silicon Valley,San Jose,Cheese blocks,dairy,117,blocks,2026-02-17,30,2026-03-19,6,54,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,165,cans,2026-02-16,730,2028-02-16,705,112,balanced
Feeding San Diego,San Diego,Ground turkey frozen,protein,188,packs,2026-03-03,180,2026-08-30,170,24,surplus
Second Harvest of Silicon Valley,San Jose,Oatmeal,dry,39,boxes,2026-02-25,365,2027-02-25,349,52,shortage
Central California Food Bank,Fresno,Oranges,produce,151,lbs,2026-03-08,14,2026-03-22,9,117,balanced
Yolo Food Bank,Woodland,Bananas,produce,138,lbs,2026-02-28,7,2026-03-07,-6,56,balanced
Second Harvest of Silicon Valley,San Jose,Frozen berries,protein,382,bags,2026-03-12,365,2027-03-12,364,61,surplus
Second Harvest Food Bank of Orange County,Irvine,Rice 5lb bag,dry,192,bags,2026-02-28,730,2028-02-28,717,100,balanced
Second Harvest Food Bank of Orange County,Irvine,Milk gallons,dairy,372,gallons,2026-03-11,10,2026-03-21,8,60,surplus
Food Bank of Contra Costa and Solano,Concord,Flour,dry,124,bags,2026-02-27,365,2027-02-27,351,73,balanced
Food Bank of Contra Costa and Solano,Concord,Canned tuna,canned,164,cans,2026-02-21,730,2028-02-21,710,115,balanced
Central California Food Bank,Fresno,Canned peas,canned,190,cans,2026-03-13,730,2028-03-12,730,109,balanced
Alameda County Community Food Bank,Oakland,Almond butter,dry,71,jars,2026-03-04,365,2027-03-04,356,103,shortage
Yolo Food Bank,Woodland,Onions,produce,231,lbs,2026-02-20,30,2026-03-22,9,20,surplus
Feeding San Diego,San Diego,Ground turkey frozen,protein,104,packs,2026-02-19,180,2026-08-18,158,37,balanced
San Francisco-Marin Food Bank,San Francisco,Peanut butter,dry,143,jars,2026-02-18,365,2027-02-18,342,112,balanced
Feeding San Diego,San Diego,Tomatoes,produce,179,lbs,2026-03-08,10,2026-03-18,5,99,balanced
Sacramento Food Bank & Family Services,Sacramento,Oatmeal,dry,327,boxes,2026-02-20,365,2027-02-20,344,36,surplus
Central California Food Bank,Fresno,Broccoli,produce,219,lbs,2026-03-08,7,2026-03-15,2,33,surplus
Los Angeles Regional Food Bank,Los Angeles,Flour,dry,64,bags,2026-03-08,365,2027-03-08,360,78,shortage
Sacramento Food Bank & Family Services,Sacramento,Peanut butter,dry,144,jars,2026-03-09,365,2027-03-09,361,86,balanced
Central California Food Bank,Fresno,Frozen berries,protein,248,bags,2026-03-05,365,2027-03-05,357,89,balanced
Feeding San Diego,San Diego,Tomatoes,produce,191,lbs,2026-02-24,10,2026-03-06,-7,45,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned chickpeas,canned,189,cans,2026-02-25,730,2028-02-25,714,100,balanced
Sacramento Food Bank & Family Services,Sacramento,Milk gallons,dairy,151,gallons,2026-03-03,10,2026-03-13,0,98,balanced
Central California Food Bank,Fresno,Canned soup,canned,132,cans,2026-03-01,540,2027-08-23,528,75,balanced
San Francisco-Marin Food Bank,San Francisco,Cereal,dry,105,boxes,2026-02-22,180,2026-08-21,161,75,balanced
Second Harvest of Silicon Valley,San Jose,Spinach,produce,298,bags,2026-03-10,7,2026-03-17,4,106,balanced
Alameda County Community Food Bank,Oakland,Cereal,dry,220,boxes,2026-03-04,180,2026-08-31,171,84,balanced
Alameda County Community Food Bank,Oakland,Canned green beans,canned,12,cans,2026-02-20,730,2028-02-20,709,23,shortage
San Francisco-Marin Food Bank,San Francisco,Egg cartons,dairy,328,cartons,2026-02-16,21,2026-03-09,-4,51,surplus
Food Bank of Contra Costa and Solano,Concord,Yogurt cups,dairy,61,cups,2026-03-12,21,2026-04-02,20,120,shortage
Central California Food Bank,Fresno,Cereal,dry,179,boxes,2026-03-01,180,2026-08-28,168,23,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned beans,canned,112,cans,2026-02-18,730,2028-02-18,707,34,surplus
Food Bank of Contra Costa and Solano,Concord,Cheese blocks,dairy,16,blocks,2026-02-25,30,2026-03-27,14,49,shortage
Second Harvest of Silicon Valley,San Jose,Lentils,dry,335,bags,2026-03-06,730,2028-03-05,723,27,surplus
Feeding San Diego,San Diego,Lettuce,produce,110,heads,2026-03-08,10,2026-03-18,5,54,balanced
Yolo Food Bank,Woodland,Yogurt cups,dairy,234,cups,2026-02-27,21,2026-03-20,7,112,balanced
Second Harvest of Silicon Valley,San Jose,Brown rice,dry,81,bags,2026-03-06,365,2027-03-06,358,60,balanced
Los Angeles Regional Food Bank,Los Angeles,Peanut butter,dry,167,jars,2026-02-21,365,2027-02-21,345,99,balanced
Feeding San Diego,San Diego,Tomatoes,produce,193,lbs,2026-02-23,10,2026-03-05,-8,86,balanced
Central California Food Bank,Fresno,Peanut butter,dry,235,jars,2026-03-10,365,2027-03-10,362,76,surplus
Central California Food Bank,Fresno,Onions,produce,224,lbs,2026-02-26,30,2026-03-28,15,84,balanced
Yolo Food Bank,Woodland,Canned corn,canned,316,cans,2026-02-25,730,2028-02-25,714,41,surplus
Yolo Food Bank,Woodland,Chicken breast frozen,protein,332,packs,2026-02-20,180,2026-08-19,159,52,surplus
Los Angeles Regional Food Bank,Los Angeles,Ground turkey frozen,protein,141,packs,2026-02-17,180,2026-08-16,156,53,balanced
Food Bank of Contra Costa and Solano,Concord,Spinach,produce,85,bags,2026-02-22,7,2026-03-01,-12,65,balanced
Central California Food Bank,Fresno,Spaghetti,dry,310,boxes,2026-02-20,730,2028-02-20,709,48,surplus
Feeding San Diego,San Diego,Oatmeal,dry,381,boxes,2026-02-25,365,2027-02-25,349,120,surplus
Alameda County Community Food Bank,Oakland,Sugar,dry,74,bags,2026-03-12,730,2028-03-11,729,84,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned soup,canned,396,cans,2026-03-12,540,2027-09-03,539,60,surplus
Sacramento Food Bank & Family Services,Sacramento,Spaghetti,dry,134,boxes,2026-03-11,730,2028-03-10,728,66,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned green beans,canned,120,cans,2026-02-25,730,2028-02-25,714,55,balanced
